0.10901	0.76360	0.12209	0.05300	重构关键业务流
0.09443	0.45354	0.03352	0.02305	STEP O1
0.30959	0.45397	0.03343	0.02720	STEP 02
0.52326	0.45397	0.03488	0.02301	STEP O3
0.73837	0.45397	0.03488	0.02301	STEP 04
0.09448	0.38428	0.07994	0.03493	Al身份识别流转
0.30959	0.38428	0.07849	0.03930	自动化文书匹配
0.52326	0.38428	0.09012	0.03930	直连法院自动立案
0.73837	0.38428	0.07849	0.03930	大模型決策大脑
0.09448	0.31799	0.15843	0.04009	项目管家（信息库） 企业客服（账
0.30814	0.31799	0.15698	0.04009	一键提取合同凭证，AI极速生成律师
0.52083	0.32427	0.16250	0.03823	无缝对接互联网法院，进行在线送达、
0.73692	0.31799	0.16715	0.04009	根据交易画像、争议原因及还款能力自
0.09593	0.27948	0.15698	0.03057	单核对）》法务经理（管辖杏询）>
0.30833	0.27406	0.17083	0.03844	函、催收函、正规民事起诉状、证据清
0.52326	0.26987	0.16715	0.04017	调解及庭审流程等，彻底攻克海量小额
0.73692	0.26987	0.16715	0.04017	适应制定千人千面策略与技术，自适应
0.09448	0.22176	0.14244	0.04025	执业律师（诉讼准备）动态流转。
0.30957	0.22243	0.06399	0.03986	单并在线盖章。
0.52319	0.22204	0.04663	0.04063	起诉门槛。
0.73692	0.22707	0.02616	0.03493	迭代。
